ID,political_response,legal_response,weighted_cyber_intensity,response,start_date,year,month,receiver_country,initiator_country,incident_type,receiver_region
18,0,0,2,0,2005-01-01,2005.0,1.0,India,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,United States,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Vietnam,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Myanmar,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Philippines,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,"Korea, Republic of",China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Singapore,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Saudi Arabia,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
18,0,0,2,0,2005-01-01,2005.0,1.0,Thailand,China,Data theft,"['ASIA', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'SCS', 'SEA', 'NEA', 'MENA', 'MEA', 'GULFC']"
19,0,0,4,0,2005-01-01,2005.0,1.0,United States,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,United States,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Brazil,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Brazil,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,France,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,France,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Kazakhstan,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Kazakhstan,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,United Arab Emirates,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,United Arab Emirates,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,India,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,India,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Russia,Brazil,Data theft,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
19,0,0,4,0,2005-01-01,2005.0,1.0,Russia,Brazil,Hijacking with Misuse,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'CSTO', 'SCO', 'MENA', 'MEA', 'GULFC', 'SASIA', 'EASTEU']"
20,0,0,1,0,2005-02-01,2005.0,2.0,Kyrgyzstan,Kyrgyzstan,Disruption,"['ASIA', 'CENTAS', 'CSTO', 'SCS']"
21,0,0,2,0,2006-01-01,2006.0,1.0,Qatar,United States,Data theft,"['ASIA', 'MENA', 'MEA', 'GULFC']"
22,0,0,2,0,2006-01-01,2006.0,1.0,Russia,United States,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
23,0,0,2,0,2006-01-01,2006.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
24,0,0,1,0,2006-01-01,2006.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
25,0,0,2,0,2006-01-01,2006.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,Canada,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,"Korea, Republic of",China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,Taiwan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,Vietnam,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,Germany,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,India,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,Japan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
25,0,0,2,0,2006-01-01,2006.0,1.0,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'SEA', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,Canada,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,Japan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,Switzerland,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,India,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,Germany,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,United Arab Emirates,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,Brazil,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
26,0,0,2,0,2006-01-01,2006.0,1.0,France,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'EUROPE', 'WESTEU', 'SASIA', 'SCO', 'EU(MS)', 'MENA', 'MEA', 'GULFC', 'SOUTHAM', 'NORTHEU']"
27,0,0,2,0,2006-01-01,2006.0,1.0,Belgium,United States,Data theft,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
28,0,0,1,0,2006-03-01,2006.0,3.0,Denmark,Unknown,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
29,0,0,3,0,2006-06-01,2006.0,6.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
29,0,0,3,0,2006-06-01,2006.0,6.0,United States,China,Hijacking without Misuse,"['NATO', 'NORTHAM']"
30,0,0,1,0,2006-06-08,2006.0,6.0,Germany,Germany,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
30,0,0,1,0,2006-06-08,2006.0,6.0,Afghanistan,Germany,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
31,0,0,2,0,2006-08-01,2006.0,8.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
32,0,0,1,0,2006-08-01,2006.0,8.0,United States,China,Hijacking without Misuse,"['NATO', 'NORTHAM']"
33,0,0,2,0,2006-11-15,2006.0,11.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
33,0,0,2,0,2006-11-15,2006.0,11.0,United States,China,Disruption,"['NATO', 'NORTHAM']"
34,0,0,4,0,2006-01-01,2006.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,United States,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,India,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,India,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Belgium,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Belgium,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Taiwan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Taiwan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,United Kingdom,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Switzerland,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Switzerland,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Japan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Japan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Israel,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Israel,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Canada,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Canada,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Singapore,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,0,0,4,0,2006-01-01,2006.0,1.0,Singapore,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Russia,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Russia,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Kazakhstan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Kazakhstan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Azerbaijan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Azerbaijan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Belgium,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Belgium,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,India,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,India,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Afghanistan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Afghanistan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Armenia,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Armenia,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Turkmenistan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Turkmenistan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Ukraine,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,0,0,2,0,2007-01-01,2007.0,1.0,Ukraine,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
36,0,0,2,0,2007-01-01,2007.0,1.0,United States,China,Data theft,"['NATO', 'NORTHAM']"
37,0,0,1,0,2007-01-01,2007.0,1.0,Sweden,Turkey,Disruption,"['EUROPE', 'EU(MS)', 'NORTHEU']"
38,0,0,1,0,2007-01-01,2007.0,1.0,Turkey,Sweden,Disruption,"['ASIA', 'NATO', 'MEA']"
39,0,0,1,0,2007-01-01,2007.0,1.0,"Iran, Islamic Republic of",Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,0,0,1,0,2007-01-01,2007.0,1.0,United States,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,0,0,1,0,2007-01-01,2007.0,1.0,Denmark,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,0,0,1,0,2007-01-01,2007.0,1.0,Israel,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
